timestamp,function,duration_seconds,memory_kb,cpu_time_seconds
2025-07-10 16:32:30,checkValidator,0.3897,0.51,0.0023
2025-07-10 16:32:31,get_all_validators,0.3726,0.57,0.0009
2025-07-10 16:32:42,checkValidator,0.4556,0.46,0.0027
2025-07-10 16:32:42,get_all_validators,0.3809,0.60,0.0010
2025-07-10 16:32:53,checkValidator,0.4697,0.51,0.0022
2025-07-10 16:32:54,get_all_validators,0.3747,0.60,0.0010
2025-07-10 16:33:04,checkValidator,0.4071,0.51,0.0025
2025-07-10 16:33:05,get_all_validators,0.3623,0.57,0.0009
2025-07-10 16:33:15,checkValidator,0.4120,0.51,0.0023
2025-07-10 16:33:16,get_all_validators,0.3805,0.60,0.0010
2025-07-10 16:33:26,checkValidator,0.4135,0.48,0.0031
2025-07-10 16:33:27,get_all_validators,0.4390,0.60,0.0012
2025-07-10 16:33:38,checkValidator,0.4066,0.51,0.0025
2025-07-10 16:33:38,get_all_validators,0.3631,0.57,0.0009
2025-07-10 16:33:49,checkValidator,0.4193,0.51,0.0024
2025-07-10 16:33:50,get_all_validators,0.3588,0.60,0.0010
2025-07-10 16:34:00,checkValidator,0.3935,0.42,0.0017
2025-07-10 16:34:01,get_all_validators,0.3603,0.60,0.0010
2025-07-10 16:34:11,checkValidator,0.4062,0.51,0.0035
2025-07-10 16:34:12,get_all_validators,0.3732,0.54,0.0010
2025-07-10 16:34:22,checkValidator,0.5318,0.51,0.0021
2025-07-10 16:34:23,get_all_validators,0.3635,0.60,0.0010
2025-07-10 16:34:34,checkValidator,0.4252,0.48,0.0030
2025-07-10 16:34:34,get_all_validators,0.3589,0.54,0.0010
2025-07-10 16:34:45,checkValidator,0.4015,0.51,0.0027
2025-07-10 16:34:45,get_all_validators,0.3552,0.60,0.0010
2025-07-10 16:34:56,checkValidator,0.4197,0.46,0.0018
2025-07-10 16:34:57,get_all_validators,0.3783,0.57,0.0010
2025-07-10 16:35:07,checkValidator,0.5020,0.46,0.0032
2025-07-10 16:35:08,get_all_validators,0.3978,0.60,0.0011
2025-07-10 16:35:18,checkValidator,0.4591,0.51,0.0038
2025-07-10 16:35:19,get_all_validators,0.3806,0.57,0.0010
2025-07-10 16:35:30,checkValidator,0.4440,0.51,0.0020
2025-07-10 16:35:30,get_all_validators,0.3666,0.60,0.0010
2025-07-10 16:35:41,checkValidator,0.5028,0.51,0.0036
2025-07-10 16:35:42,get_all_validators,0.3865,0.57,0.0010
2025-07-10 16:35:52,checkValidator,0.4658,0.51,0.0026
2025-07-10 16:35:53,get_all_validators,0.3710,0.60,0.0011
2025-07-10 16:36:03,checkValidator,0.4065,0.51,0.0026
2025-07-10 16:36:04,get_all_validators,0.3679,0.60,0.0010
2025-07-10 16:36:14,checkValidator,0.4023,0.51,0.0030
2025-07-10 16:36:15,get_all_validators,0.3791,0.57,0.0010
2025-07-10 16:36:26,checkValidator,0.5368,0.51,0.0022
2025-07-10 16:36:27,get_all_validators,0.3922,0.60,0.0010
2025-07-10 16:36:37,checkValidator,0.4936,0.46,0.0021
2025-07-10 16:36:38,get_all_validators,0.3681,0.57,0.0010
2025-07-10 16:36:48,checkValidator,0.4653,0.51,0.0025
2025-07-10 16:36:49,get_all_validators,0.3714,0.60,0.0010
2025-07-10 16:36:59,checkValidator,0.3945,0.42,0.0027
2025-07-10 16:37:00,get_all_validators,0.3633,0.60,0.0010
2025-07-10 16:37:10,checkValidator,0.4018,0.51,0.0016
2025-07-10 16:37:11,get_all_validators,0.3720,0.54,0.0010
2025-07-10 16:37:22,checkValidator,0.4238,0.51,0.0027
2025-07-10 16:37:22,get_all_validators,0.3840,0.60,0.0010
2025-07-10 16:37:33,checkValidator,0.4061,0.48,0.0020
2025-07-10 16:37:34,get_all_validators,0.3662,0.60,0.0010
2025-07-10 16:37:44,checkValidator,0.4132,0.51,0.0026
2025-07-10 16:37:45,get_all_validators,0.3603,0.60,0.0010
2025-07-10 16:37:55,checkValidator,0.4141,0.51,0.0027
2025-07-10 16:37:56,get_all_validators,0.3587,0.57,0.0010
2025-07-10 16:38:06,checkValidator,0.3946,0.51,0.0026
2025-07-10 16:38:07,get_all_validators,0.3542,0.60,0.0010
2025-07-10 16:38:17,checkValidator,0.4005,0.46,0.0027
2025-07-10 16:38:18,get_all_validators,0.3922,0.54,0.0010
2025-07-10 16:38:29,checkValidator,0.4020,0.51,0.0027
2025-07-10 16:38:29,get_all_validators,0.3573,0.60,0.0010
2025-07-10 16:38:40,checkValidator,0.4036,0.51,0.0027
2025-07-10 16:38:40,get_all_validators,0.3613,0.60,0.0010
2025-07-10 16:38:51,checkValidator,0.4707,0.51,0.0023
2025-07-10 16:38:52,get_all_validators,0.3539,0.60,0.0010
